time,alt,MN,TRA,Wf,Fn,Nf,Nc,epr,phi,NfR,NcR,BPR,farB,htBleed
222.1,414.2,0.14645,100,6.8237,72269,2389.8,9052.2,1.2864,47.079,2388.1,8132.3,8.4595,0.02732,391.16
223.11,420.4,0.1449,100,6.8203,72365,2389.7,9051.8,1.2867,47.077,2388.1,8132.4,8.458,0.027318,391.13
224.11,426.6,0.14335,100,6.8169,72460,2389.5,9051.4,1.287,47.075,2388.1,8132.5,8.4566,0.027316,391.09
225.12,432.81,0.1418,100,6.8135,72557,2389.4,9051,1.2873,47.074,2388.1,8132.7,8.4551,0.027314,391.05
226.12,439.01,0.14025,100,6.8102,72653,2389.2,9050.5,1.2876,47.072,2388.1,8132.8,8.4537,0.027312,391.02
227.13,445.22,0.1387,100,6.8068,72751,2389,9050.1,1.2878,47.07,2388.1,8132.9,8.4522,0.02731,390.98
228.13,451.42,0.13715,100,6.8035,72848,2388.9,9049.7,1.2881,47.069,2388.1,8133,8.4508,0.027308,390.95
229.14,457.62,0.13559,100,6.8002,72946,2388.7,9049.3,1.2884,47.067,2388.1,8133.2,8.4494,0.027306,390.91
230.14,463.83,0.13404,100,6.797,73045,2388.6,9048.9,1.2887,47.065,2388.1,8133.3,8.448,0.027305,390.88
231.15,470.03,0.13249,100,6.7937,73144,2388.4,9048.5,1.2889,47.064,2388.1,8133.4,8.4466,0.027303,390.84
232.16,476.23,0.13094,100,6.7905,73243,2388.3,9048.2,1.2892,47.062,2388.1,8133.5,8.4453,0.027301,390.81
233.16,482.44,0.12939,100,6.7872,73343,2388.1,9047.8,1.2894,47.061,2388.1,8133.7,8.4439,0.027299,390.77
234.16,488.64,0.12784,100,6.7841,73443,2388,9047.4,1.2897,47.059,2388.1,8133.8,8.4426,0.027297,390.74
235.17,494.85,0.12629,100,6.7809,73544,2387.9,9047,1.29,47.057,2388.1,8133.9,8.4412,0.027295,390.71
236.17,501.05,0.12474,100,6.7777,73645,2387.7,9046.6,1.2902,47.056,2388.1,8134,8.4399,0.027294,390.67
237.18,507.25,0.12319,100,6.7746,73747,2387.6,9046.2,1.2905,47.054,2388.1,8134.1,8.4386,0.027292,390.64
238.19,513.46,0.12164,100,6.7715,73849,2387.4,9045.9,1.2907,47.053,2388.1,8134.2,8.4374,0.02729,390.61
239.19,519.66,0.12008,100,6.7684,73952,2387.3,9045.5,1.2909,47.051,2388.1,8134.3,8.4361,0.027288,390.57
240.19,525.86,0.11853,100,6.7653,74055,2387.1,9045.1,1.2912,47.05,2388.1,8134.5,8.4348,0.027286,390.54
241.2,532.07,0.11698,100,6.7619,74086,2386.9,9037.5,1.289,47.186,2388,8126.2,8.4857,0.027374,390.13
242.2,538.27,0.11543,100,6.7818,74231,2386.5,9035.7,1.2909,47.315,2387.7,8124.6,8.4598,0.027487,390.13
243.21,544.48,0.11388,100,6.7825,74376,2386.8,9035.6,1.2914,47.33,2388.2,8124.6,8.468,0.027495,390.13
244.22,550.68,0.11233,100,6.7787,74480,2386.7,9036.1,1.2916,47.312,2388.2,8125.8,8.4666,0.027479,390.13
245.22,556.88,0.11078,100,6.774,74580,2386.5,9038.2,1.292,47.252,2388.1,8128.8,8.4474,0.02744,390.23
246.22,563.09,0.10923,100,6.769,74683,2386.4,9037.8,1.2921,47.24,2388.2,8128.9,8.4477,0.02743,390.19
247.23,569.29,0.10768,100,6.7621,74818,2386.4,9038,1.2928,47.204,2388.3,8129.3,8.4382,0.027405,390.18
248.23,575.49,0.10613,100,6.7563,74908,2386.1,9039.2,1.2929,47.163,2388.2,8131.4,8.4353,0.027373,390.21
249.24,581.7,0.10458,100,6.7502,75013,2386,9039.5,1.2932,47.134,2388.2,8132.4,8.4315,0.02735,390.19
250.25,587.9,0.10302,100,6.7446,75130,2385.9,9040.2,1.2936,47.101,2388.2,8133.6,8.4263,0.027324,390.21
251.25,594.1,0.10147,100,6.7381,75232,2385.8,9040.3,1.2937,47.074,2388.2,8134.4,8.4251,0.027301,390.18
252.25,600.31,0.099923,100,6.7311,75344,2385.7,9041.1,1.294,47.033,2388.3,8135.8,8.4202,0.027268,390.19
253.26,606.51,0.098372,100,6.7267,75437,2385.4,9040.5,1.294,47.029,2388.1,8135.8,8.42,0.027263,390.13
254.26,612.72,0.096821,100,6.7241,75547,2385.3,9040.2,1.2943,47.029,2388.1,8135.9,8.4188,0.027262,390.11
255.27,618.92,0.09527,100,6.7213,75657,2385.2,9039.9,1.2944,47.027,2388.1,8136,8.4177,0.027261,390.08
256.27,625.12,0.093719,100,6.7185,75768,2385.1,9039.5,1.2946,47.026,2388.1,8136.1,8.4167,0.027259,390.05
257.28,631.33,0.092168,100,6.7157,75879,2384.9,9039.2,1.2948,47.024,2388.1,8136.2,8.4157,0.027257,390.02
258.28,637.53,0.090617,100,6.713,75991,2384.8,9038.9,1.295,47.023,2388.1,8136.2,8.4147,0.027256,389.99
259.29,643.73,0.089066,100,6.7102,76103,2384.7,9038.6,1.2952,47.021,2388.1,8136.3,8.4137,0.027254,389.96
260.3,649.94,0.087515,100,6.7075,76215,2384.6,9038.3,1.2954,47.02,2388.1,8136.4,8.4128,0.027252,389.94
261.3,656.14,0.085965,100,6.7047,76326,2384.5,9037.9,1.2956,47.018,2388.1,8136.5,8.4118,0.027251,389.91
262.31,662.35,0.084414,100,6.7019,76437,2384.4,9037.6,1.2957,47.017,2388.1,8136.6,8.4108,0.027249,389.88
263.31,668.55,0.082863,100,6.6991,76548,2384.2,9037.3,1.2959,47.015,2388.1,8136.6,8.4099,0.027247,389.85
264.31,674.75,0.081312,100,6.6963,76660,2384.1,9037,1.2961,47.013,2388.1,8136.7,8.409,0.027245,389.82
265.32,680.96,0.079761,100,6.6935,76772,2384,9036.6,1.2962,47.012,2388.1,8136.8,8.4081,0.027244,389.79
266.32,687.16,0.07821,100,6.6908,76885,2383.9,9036.3,1.2964,47.01,2388.1,8136.8,8.4072,0.027242,389.77
267.33,693.36,0.076659,100,6.688,76999,2383.8,9036,1.2965,47.009,2388.1,8136.9,8.4063,0.02724,389.74
268.33,699.57,0.075108,100,6.6853,77113,2383.7,9035.7,1.2967,47.007,2388.1,8137,8.4055,0.027239,389.71
269.34,705.77,0.073557,100,6.6826,77227,2383.6,9035.4,1.2968,47.005,2388.1,8137,8.4046,0.027237,389.69
270.34,711.98,0.072006,100,6.68,77342,2383.5,9035.1,1.297,47.004,2388.1,8137.1,8.4038,0.027235,389.66
271.35,718.18,0.070455,100,6.6773,77458,2383.4,9034.8,1.2971,47.002,2388.1,8137.2,8.403,0.027233,389.63
272.36,724.38,0.068904,100,6.6747,77574,2383.3,9034.5,1.2972,47.001,2388.1,8137.2,8.4022,0.027232,389.61
273.36,730.59,0.067353,100,6.6721,77690,2383.2,9034.2,1.2974,46.999,2388.1,8137.3,8.4014,0.02723,389.58
274.37,736.79,0.065802,100,6.6695,77808,2383.1,9033.9,1.2975,46.998,2388.1,8137.3,8.4006,0.027228,389.55
275.37,742.99,0.064252,100,6.6669,77925,2383,9033.6,1.2976,46.996,2388.1,8137.4,8.3999,0.027227,389.53
276.38,749.2,0.062701,100,6.6644,78044,2382.9,9033.3,1.2978,46.995,2388.1,8137.5,8.3991,0.027225,389.5
277.38,755.4,0.06115,100,6.6619,78162,2382.8,9033,1.2979,46.993,2388.1,8137.5,8.3984,0.027224,389.48
278.38,761.6,0.059599,100,6.6593,78282,2382.7,9032.7,1.298,46.992,2388.1,8137.6,8.3977,0.027222,389.45
279.39,767.81,0.058048,100,6.6569,78402,2382.6,9032.4,1.2981,46.99,2388.1,8137.6,8.397,0.02722,389.43
280.39,774.01,0.056497,100,6.6544,78522,2382.5,9032.2,1.2982,46.989,2388.1,8137.7,8.3964,0.027219,389.41
281.4,780.22,0.054946,100,6.6519,78643,2382.4,9031.9,1.2984,46.987,2388.1,8137.7,8.3957,0.027217,389.38
282.4,786.42,0.053395,100,6.6495,78765,2382.3,9031.6,1.2985,46.986,2388.1,8137.8,8.3951,0.027216,389.36
283.41,792.62,0.051844,100,6.6471,78887,2382.2,9031.3,1.2986,46.984,2388.1,8137.8,8.3944,0.027214,389.33
284.41,798.83,0.050293,100,6.6447,79010,2382.1,9031.1,1.2987,46.983,2388.1,8137.9,8.3938,0.027213,389.31
285.42,805.03,0.048742,100,6.6424,79133,2382,9030.8,1.2988,46.981,2388.1,8137.9,8.3932,0.027211,389.29
286.43,811.23,0.047191,100,6.64,79257,2381.9,9030.5,1.2989,46.98,2388.1,8138,8.3927,0.027209,389.26
287.43,817.44,0.04564,100,6.6377,79382,2381.9,9030.3,1.299,46.978,2388.1,8138,8.3921,0.027208,389.24
288.44,823.64,0.04409,100,6.6354,79507,2381.8,9030,1.2991,46.977,2388.1,8138,8.3916,0.027206,389.22
289.44,829.85,0.042539,100,6.6331,79632,2381.7,9029.8,1.2992,46.976,2388.1,8138.1,8.391,0.027205,389.2
290.44,836.05,0.040988,100,6.6308,79759,2381.6,9029.5,1.2993,46.974,2388.1,8138.1,8.3905,0.027203,389.17
291.45,842.25,0.039437,100,6.6286,79885,2381.5,9029.3,1.2993,46.973,2388.1,8138.2,8.39,0.027202,389.15
292.45,848.46,0.037886,100,6.6263,80013,2381.4,9029,1.2994,46.971,2388.1,8138.2,8.3896,0.027201,389.13
293.46,854.66,0.036335,100,6.6241,80141,2381.4,9028.8,1.2995,46.97,2388.1,8138.2,8.3891,0.027199,389.11
294.46,860.86,0.034784,100,6.622,80269,2381.3,9028.5,1.2996,46.969,2388.1,8138.3,8.3887,0.027198,389.09
295.47,867.07,0.033233,100,6.6198,80398,2381.2,9028.3,1.2997,46.967,2388.1,8138.3,8.3882,0.027196,389.07
296.47,873.27,0.031682,100,6.6176,80528,2381.1,9028,1.2997,46.966,2388.1,8138.3,8.3878,0.027195,389.05
297.48,879.48,0.030131,100,6.6155,80658,2381.1,9027.8,1.2998,46.965,2388.1,8138.4,8.3874,0.027193,389.03
298.49,885.68,0.02858,100,6.6134,80789,2381,9027.6,1.2999,46.963,2388.1,8138.4,8.387,0.027192,389.01
299.49,891.88,0.027029,100,6.6113,80921,2380.9,9027.4,1.2999,46.962,2388.1,8138.4,8.3867,0.027191,388.99
300.5,898.09,0.025478,100,6.6093,81053,2380.8,9027.1,1.3,46.961,2388.1,8138.5,8.3863,0.027189,388.97
301.5,904.29,0.023927,100,6.6072,81185,2380.8,9026.9,1.3,46.959,2388.1,8138.5,8.386,0.027188,388.95
302.5,910.49,0.022377,100,6.6047,81316,2380.7,9026.6,1.3001,46.956,2388,8138.5,8.3858,0.027185,388.93
303.51,916.7,0.020826,100,6.6018,81441,2380.5,9026.3,1.3001,46.953,2388,8138.5,8.3858,0.027182,388.9
304.51,922.9,0.019275,100,6.599,81567,2380.4,9025.9,1.3001,46.95,2387.9,8138.4,8.3857,0.027179,388.87
305.52,929.1,0.017724,100,6.5963,81693,2380.2,9025.6,1.3001,46.948,2387.8,8138.4,8.3856,0.027177,388.84
306.52,935.31,0.016173,100,6.5936,81821,2380,9025.3,1.3001,46.945,2387.7,8138.4,8.3855,0.027174,388.81
307.53,941.51,0.014622,100,6.591,81950,2379.9,9025,1.3001,46.942,2387.6,8138.4,8.3854,0.027172,388.78
308.53,947.72,0.013071,100,6.5885,82080,2379.8,9024.7,1.3001,46.94,2387.5,8138.3,8.3853,0.027169,388.76
309.54,953.92,0.01152,100,6.586,82211,2379.6,9024.4,1.3001,46.937,2387.4,8138.3,8.3853,0.027167,388.73
310.55,960.12,0.0099691,100,6.5836,82343,2379.5,9024.1,1.3001,46.935,2387.4,8138.3,8.3852,0.027165,388.71
311.55,966.33,0.0084182,100,6.5813,82476,2379.4,9023.8,1.3001,46.933,2387.3,8138.3,8.3851,0.027163,388.69
312.56,972.53,0.0068673,100,6.579,82611,2379.3,9023.5,1.3,46.931,2387.2,8138.3,8.3851,0.027161,388.66
313.56,978.73,0.0053164,100,6.5768,82746,2379.2,9023.3,1.3,46.929,2387.2,8138.3,8.385,0.027159,388.64
314.56,984.94,0.0037654,100,6.5747,82883,2379.1,9023,1.3,46.927,2387.1,8138.3,8.385,0.027157,388.62
315.57,991.14,0.0022145,100,6.5726,83020,2379,9022.8,1.3,46.925,2387.1,8138.3,8.385,0.027155,388.6
316.57,997.35,0.00066358,100,6.5706,83159,2378.9,9022.6,1.3,46.924,2387.1,8138.3,8.3849,0.027153,388.58
317.58,1000,0,100,6.5693,83213,2378.8,9022.4,1.3,46.923,2387,8138.2,8.3852,0.027152,388.57
318.58,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
319.59,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
320.59,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
321.6,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
322.6,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
323.61,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
324.62,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
325.62,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
326.62,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
327.63,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
328.63,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
329.64,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
330.64,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
331.65,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
332.65,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
333.66,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
334.66,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
335.67,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
336.68,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
337.68,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
338.69,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
339.69,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
340.69,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
341.7,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
342.7,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
343.71,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
344.71,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
345.72,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
346.72,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
347.73,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
348.74,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
349.74,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
350.75,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
351.75,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
352.75,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
353.76,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
354.76,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
355.77,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
356.77,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
357.78,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
358.78,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
359.79,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
360.79,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
361.8,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
362.81,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
363.81,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
364.81,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
365.82,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
366.82,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
367.83,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
368.83,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
369.84,1000,0,100,6.5692,83210,2378.7,9022.3,1.3,46.923,2387,8138.2,8.3851,0.027153,388.56
370.84,1030.8,0.00085553,100,6.5635,83063,2378.9,9022,1.3002,46.917,2387.4,8138.6,8.3839,0.027148,388.53
371.85,1067.9,0.0018852,100,6.5541,82854,2378.7,9021,1.3002,46.909,2387.5,8138.6,8.3841,0.02714,388.44
372.85,1104.9,0.002915,100,6.5445,82640,2378.4,9019.9,1.3002,46.902,2387.5,8138.6,8.3842,0.027132,388.34
373.86,1142,0.0039447,100,6.5351,82426,2378.2,9018.8,1.3002,46.895,2387.6,8138.7,8.3843,0.027125,388.25
374.87,1179.1,0.0049744,100,6.5256,82214,2377.9,9017.7,1.3002,46.888,2387.6,8138.7,8.3843,0.027118,388.16
375.87,1216.1,0.0060041,100,6.5162,82002,2377.7,9016.7,1.3002,46.881,2387.6,8138.8,8.3844,0.027111,388.07
376.88,1253.2,0.0070338,100,6.5069,81791,2377.4,9015.6,1.3002,46.874,2387.7,8138.8,8.3845,0.027104,387.98
377.88,1290.3,0.0080635,100,6.4976,81581,2377.1,9014.5,1.3002,46.867,2387.7,8138.9,8.3846,0.027097,387.89
378.88,1327.4,0.0090932,100,6.4883,81372,2376.9,9013.5,1.3002,46.86,2387.8,8138.9,8.3846,0.02709,387.8
379.89,1364.4,0.010123,100,6.4791,81164,2376.7,9012.4,1.3002,46.853,2387.9,8139,8.3847,0.027083,387.71
380.89,1401.5,0.011153,100,6.4699,80956,2376.4,9011.4,1.3002,46.846,2387.9,8139,8.3848,0.027076,387.62
381.9,1438.6,0.012182,100,6.4607,80750,2376.2,9010.3,1.3002,46.839,2388,8139.1,8.3849,0.027069,387.53
382.9,1475.6,0.013212,100,6.4516,80544,2375.9,9009.3,1.3002,46.832,2388,8139.1,8.385,0.027062,387.44
383.91,1512.7,0.014242,100,6.4425,80340,2375.7,9008.2,1.3002,46.826,2388.1,8139.2,8.3851,0.027055,387.35
384.91,1549.8,0.015272,100,6.4335,80136,2375.5,9007.2,1.3002,46.819,2388.2,8139.3,8.3852,0.027049,387.26
385.92,1586.8,0.016301,100,6.4245,79933,2375.2,9006.2,1.3002,46.812,2388.2,8139.3,8.3852,0.027042,387.17
386.93,1623.9,0.017331,100,6.4155,79731,2375,9005.2,1.3002,46.806,2388.3,8139.4,8.3853,0.027035,387.08
387.93,1661,0.018361,100,6.4061,79527,2374.8,9004.1,1.3002,46.798,2388.4,8139.4,8.3856,0.027027,386.99
388.94,1698.1,0.01939,100,6.3966,79320,2374.5,9003,1.3001,46.79,2388.4,8139.4,8.3859,0.027019,386.9
389.94,1735.1,0.02042,100,6.3871,79114,2374.2,9001.8,1.3001,46.782,2388.4,8139.4,8.3861,0.027012,386.8
390.94,1772.2,0.02145,100,6.3776,78908,2373.9,9000.7,1.3,46.774,2388.4,8139.5,8.3864,0.027004,386.71
391.95,1809.3,0.02248,100,6.3681,78703,2373.6,8999.6,1.3,46.766,2388.4,8139.5,8.3867,0.026996,386.61
392.95,1846.3,0.023509,100,6.3586,78498,2373.3,8998.5,1.3,46.759,2388.4,8139.5,8.387,0.026988,386.52
393.96,1883.4,0.024539,100,6.3492,78295,2373,8997.4,1.2999,46.751,2388.4,8139.5,8.3872,0.02698,386.42
394.96,1920.5,0.025569,100,6.3398,78092,2372.7,8996.3,1.2999,46.743,2388.4,8139.5,8.3875,0.026973,386.33
395.97,1957.5,0.026598,100,6.3304,77889,2372.4,8995.2,1.2998,46.735,2388.4,8139.5,8.3878,0.026965,386.23
396.97,1994.6,0.027628,100,6.3211,77687,2372.1,8994.1,1.2998,46.727,2388.4,8139.6,8.3882,0.026957,386.14
397.98,2031.7,0.028658,100,6.3117,77486,2371.8,8992.9,1.2997,46.72,2388.4,8139.6,8.3885,0.02695,386.04
398.99,2068.8,0.029688,100,6.3024,77286,2371.5,8991.8,1.2997,46.712,2388.4,8139.6,8.3888,0.026942,385.95
399.99,2105.8,0.030717,100,6.2931,77086,2371.2,8990.7,1.2996,46.704,2388.4,8139.6,8.3891,0.026934,385.86
401,2142.9,0.031747,100,6.2838,76887,2370.9,8989.6,1.2995,46.696,2388.4,8139.6,8.3895,0.026926,385.76
402,2180,0.032777,100,6.2745,76688,2370.6,8988.5,1.2995,46.688,2388.4,8139.6,8.3898,0.026919,385.67
403,2217,0.033806,100,6.2653,76490,2370.4,8987.4,1.2994,46.681,2388.4,8139.6,8.3902,0.026911,385.57
404.01,2254.1,0.034836,100,6.256,76293,2370.1,8986.3,1.2994,46.673,2388.4,8139.7,8.3905,0.026903,385.48
405.01,2291.2,0.035866,100,6.2468,76097,2369.8,8985.2,1.2993,46.665,2388.4,8139.7,8.3909,0.026896,385.39
406.02,2328.2,0.036895,100,6.2376,75901,2369.5,8984.1,1.2992,46.657,2388.4,8139.7,8.3913,0.026888,385.29
407.02,2365.3,0.037925,100,6.2283,75705,2369.2,8983,1.2992,46.649,2388.4,8139.7,8.3918,0.02688,385.2
408.03,2402.4,0.038955,100,6.2192,75510,2368.9,8981.9,1.2991,46.642,2388.4,8139.7,8.3921,0.026872,385.1
409.03,2439.4,0.039985,100,6.21,75316,2368.6,8980.8,1.299,46.634,2388.4,8139.7,8.3925,0.026864,385.01
410.04,2476.5,0.041014,100,6.2009,75123,2368.3,8979.7,1.299,46.627,2388.4,8139.7,8.3929,0.026857,384.92
411.04,2513.6,0.042044,100,6.1918,74930,2368,8978.6,1.2989,46.619,2388.4,8139.7,8.3934,0.026849,384.82
412.05,2550.7,0.043074,100,6.1827,74738,2367.8,8977.5,1.2988,46.611,2388.4,8139.7,8.3938,0.026841,384.73
413.06,2587.7,0.044103,100,6.1737,74546,2367.5,8976.4,1.2988,46.603,2388.4,8139.7,8.3942,0.026834,384.64
414.06,2624.8,0.045133,100,6.1646,74355,2367.2,8975.3,1.2987,46.596,2388.4,8139.8,8.3946,0.026826,384.55
415.06,2661.9,0.046163,100,6.1556,74165,2366.9,8974.2,1.2986,46.588,2388.4,8139.8,8.3951,0.026818,384.45
416.07,2698.9,0.047193,100,6.1466,73975,2366.6,8973.1,1.2985,46.58,2388.4,8139.8,8.3955,0.026811,384.36
417.07,2736,0.048222,100,6.1376,73786,2366.3,8972,1.2985,46.572,2388.4,8139.8,8.396,0.026803,384.27
418.08,2773.1,0.049252,100,6.1287,73598,2366,8971,1.2984,46.565,2388.4,8139.8,8.3964,0.026796,384.18
419.08,2810.1,0.050282,100,6.1197,73410,2365.8,8969.9,1.2983,46.557,2388.4,8139.8,8.3969,0.026788,384.08
420.09,2847.2,0.051311,100,6.1108,73223,2365.5,8968.8,1.2982,46.549,2388.4,8139.8,8.3974,0.02678,383.99
421.09,2884.3,0.052341,100,6.1019,73036,2365.2,8967.7,1.2982,46.542,2388.4,8139.8,8.3979,0.026773,383.9
422.1,2921.4,0.053371,100,6.093,72850,2364.9,8966.6,1.2981,46.534,2388.3,8139.8,8.3984,0.026765,383.81
423.1,2958.4,0.054401,100,6.0841,72664,2364.6,8965.5,1.298,46.526,2388.3,8139.8,8.3989,0.026758,383.72
424.11,2995.5,0.05543,100,6.0753,72479,2364.4,8964.5,1.2979,46.518,2388.3,8139.8,8.3994,0.02675,383.62
425.12,3032.6,0.05646,100,6.0664,72295,2364.1,8963.4,1.2978,46.511,2388.3,8139.8,8.3999,0.026742,383.53
426.12,3069.6,0.05749,100,6.0576,72111,2363.8,8962.3,1.2977,46.503,2388.3,8139.8,8.4004,0.026735,383.44
427.12,3106.7,0.058519,100,6.0488,71928,2363.5,8961.2,1.2976,46.495,2388.3,8139.8,8.4009,0.026727,383.35
428.13,3143.8,0.059549,100,6.0401,71746,2363.2,8960.1,1.2976,46.488,2388.3,8139.8,8.4015,0.02672,383.26
429.13,3180.8,0.060579,100,6.0313,71564,2363,8959.1,1.2975,46.48,2388.3,8139.8,8.402,0.026712,383.17
430.14,3217.9,0.061609,100,6.0225,71383,2362.7,8958,1.2974,46.472,2388.3,8139.8,8.4025,0.026705,383.07
431.14,3255,0.062638,100,6.0138,71202,2362.4,8956.9,1.2973,46.465,2388.3,8139.8,8.4031,0.026697,382.98
432.15,3292,0.063668,100,6.0051,71022,2362.1,8955.8,1.2972,46.457,2388.3,8139.9,8.4037,0.026689,382.89
433.15,3329.1,0.064698,100,5.9964,70842,2361.8,8954.8,1.2971,46.449,2388.3,8139.9,8.4042,0.026682,382.8
434.16,3366.2,0.065727,100,5.9878,70663,2361.6,8953.7,1.297,46.442,2388.3,8139.9,8.4048,0.026674,382.71
435.16,3403.3,0.066757,100,5.9791,70485,2361.3,8952.6,1.2969,46.434,2388.3,8139.9,8.4054,0.026667,382.62
436.17,3440.3,0.067787,100,5.9705,70307,2361,8951.6,1.2968,46.426,2388.3,8139.9,8.406,0.026659,382.53
437.18,3477.4,0.068817,100,5.9619,70130,2360.7,8950.5,1.2967,46.419,2388.3,8139.9,8.4066,0.026652,382.44
438.18,3514.5,0.069846,100,5.9533,69953,2360.5,8949.4,1.2966,46.411,2388.3,8139.9,8.4072,0.026644,382.35
439.19,3551.5,0.070876,100,5.9447,69777,2360.2,8948.4,1.2965,46.404,2388.3,8139.8,8.4078,0.026637,382.26
440.19,3588.6,0.071906,100,5.9361,69601,2359.9,8947.3,1.2964,46.396,2388.3,8139.8,8.4084,0.026629,382.17
